action,clip,csv_path,n_rows,n_frames,min_frame,max_frame,frames_with_dets,mean_dets_per_frame,missing_frames,mean_w,mean_h,mean_ar,mean_area,conf_median,conf_p10,conf_p90
jump-shot,jump-shot_KS_113,/content/uniri-hbd/handball_s/player_detections/jump-shot/jump-shot_KS_113.csv,4005,98,1,98,98,40.86734693877551,0,155.26454651685393,95.85461697877652,0.9477391643313292,39831.0233396568,0.437161,0.06658126,0.9865978000000001
jump-shot,jump-shot_KS_114,/content/uniri-hbd/handball_s/player_detections/jump-shot/jump-shot_KS_114.csv,3728,97,1,97,97,38.43298969072165,0,142.17275608905578,93.06573135729612,0.8701092765626456,35913.54457489214,0.4920135,0.07051705,0.9879616
jump-shot,jump-shot_KS_115,/content/uniri-hbd/handball_s/player_detections/jump-shot/jump-shot_KS_115.csv,3053,81,1,81,81,37.69135802469136,0,146.8041937438585,84.88019947592532,1.0510709546255599,31740.404373572746,0.462293,0.0662673,0.9809536
jump-shot,jump-shot_KS_116,/content/uniri-hbd/handball_s/player_detections/jump-shot/jump-shot_KS_116.csv,1002,65,1,65,65,15.415384615384616,0,234.60980449101797,165.68845828343314,0.8514015137012642,95817.02687469931,0.886586,0.08521115,0.9969745999999999
jump-shot,jump-shot_KS_117,/content/uniri-hbd/handball_s/player_detections/jump-shot/jump-shot_KS_117.csv,1101,65,1,65,65,16.93846153846154,0,249.85341825613077,163.91258692098094,0.922024753847123,100289.84501447126,0.737187,0.067919,0.997366
jump-shot,jump-shot_KS_118,/content/uniri-hbd/handball_s/player_detections/jump-shot/jump-shot_KS_118.csv,1261,65,1,65,65,19.4,0,307.4967597303727,184.09383291038858,0.9972380470878002,133676.81875741362,0.79415,0.0666525,0.997865
jump-shot,jump-shot_KS_119,/content/uniri-hbd/handball_s/player_detections/jump-shot/jump-shot_KS_119.csv,1205,66,1,66,66,18.257575757575758,0,307.1581317543569,202.24969369294607,0.9213974639267947,151461.44509474238,0.959902,0.06698348,0.9966938000000001
jump-shot,jump-shot_KS_12,/content/uniri-hbd/handball_s/player_detections/jump-shot/jump-shot_KS_12.csv,3446,83,1,83,83,41.51807228915663,0,151.64646395821242,108.33401596053395,0.8357962660107925,43051.44076972301,0.6291964999999999,0.0668527,0.9866865
jump-shot,jump-shot_KS_120,/content/uniri-hbd/handball_s/player_detections/jump-shot/jump-shot_KS_120.csv,2672,66,1,66,66,40.484848484848484,0,152.5851324476048,98.88595669910181,0.9012863990992056,40623.23172493633,0.361112,0.06621764,0.9866377000000001
jump-shot,jump-shot_KS_121,/content/uniri-hbd/handball_s/player_detections/jump-shot/jump-shot_KS_121.csv,1071,66,1,66,66,16.227272727272727,0,258.00880924145656,195.30255658263306,0.7957775227538436,121690.95333234488,0.965443,0.069121,0.997915
jump-shot,jump-shot_KS_122,/content/uniri-hbd/handball_s/player_detections/jump-shot/jump-shot_KS_122.csv,969,65,1,65,65,14.907692307692308,0,389.4567265841073,245.53005108359133,1.0420373660024504,193692.02710344087,0.989112,0.07583584,0.9982202
jump-shot,jump-shot_KS_123,/content/uniri-hbd/handball_s/player_detections/jump-shot/jump-shot_KS_123.csv,2654,65,1,65,65,40.83076923076923,0,104.95630859080633,79.41771891484551,0.8507631016955726,18522.057845576866,0.494908,0.07609868,0.9699278
jump-shot,jump-shot_KS_124,/content/uniri-hbd/handball_s/player_detections/jump-shot/jump-shot_KS_124.csv,2609,65,1,65,65,40.13846153846154,0,126.58238072058262,82.4642322729015,0.9746425638920554,25936.40327401974,0.417753,0.06434054,0.9762952
jump-shot,jump-shot_KS_125,/content/uniri-hbd/handball_s/player_detections/jump-shot/jump-shot_KS_125.csv,2602,65,1,65,65,40.03076923076923,0,146.38497348193698,86.57259415833974,1.0522074242552453,33057.60899277302,0.32993,0.06867817999999999,0.9855843
jump-shot,jump-shot_KS_126,/content/uniri-hbd/handball_s/player_detections/jump-shot/jump-shot_KS_126.csv,2854,66,1,66,66,43.24242424242424,0,145.19534176594254,88.67463990889979,1.0121696013802222,36104.14990884776,0.329244,0.06517597,0.9761069
jump-shot,jump-shot_KS_127,/content/uniri-hbd/handball_s/player_detections/jump-shot/jump-shot_KS_127.csv,2941,65,1,65,65,45.246153846153845,0,112.43907596055763,76.38797789867392,0.8257746539266225,24691.3322671457,0.31021,0.0671215,0.972819
jump-shot,jump-shot_KS_128,/content/uniri-hbd/handball_s/player_detections/jump-shot/jump-shot_KS_128.csv,3405,98,1,98,98,34.744897959183675,0,137.41797621145375,86.14798384728341,0.9831268880336144,28479.964312380587,0.486028,0.06619406,0.983283
jump-shot,jump-shot_KS_129,/content/uniri-hbd/handball_s/player_detections/jump-shot/jump-shot_KS_129.csv,2436,65,1,65,65,37.47692307692308,0,132.5787865763547,77.57214983579638,0.8664752058424636,31033.304306600407,0.2638325,0.06663675,0.98097
jump-shot,jump-shot_KS_13,/content/uniri-hbd/handball_s/player_detections/jump-shot/jump-shot_KS_13.csv,4412,102,1,102,102,43.254901960784316,0,153.73704276971893,107.60114641885767,0.8839243133615919,40587.97087163274,0.5302979999999999,0.07133117,0.9844541
jump-shot,jump-shot_KS_130,/content/uniri-hbd/handball_s/player_detections/jump-shot/jump-shot_KS_130.csv,2711,66,1,66,66,41.07575757575758,0,113.54570088528217,74.3572390261896,0.9254565458878328,22197.95151545249,0.253732,0.0650357,0.97512
jump-shot,jump-shot_KS_131,/content/uniri-hbd/handball_s/player_detections/jump-shot/jump-shot_KS_131.csv,3315,98,1,98,98,33.826530612244895,0,117.91050048265463,78.69423438914028,0.7738821167626496,27911.0147724061,0.322614,0.06707426,0.9779798000000001
jump-shot,jump-shot_KS_132,/content/uniri-hbd/handball_s/player_detections/jump-shot/jump-shot_KS_132.csv,4537,130,1,130,130,34.9,0,136.49347917125854,77.00399625303065,1.0560480860001058,27194.80569490961,0.403529,0.06709442,0.9827288000000001
jump-shot,jump-shot_KS_133,/content/uniri-hbd/handball_s/player_detections/jump-shot/jump-shot_KS_133.csv,2753,66,1,66,66,41.71212121212121,0,135.8477331638213,79.21547620777334,1.0109775774083254,27321.255590315508,0.343603,0.06521288,0.975631
jump-shot,jump-shot_KS_134,/content/uniri-hbd/handball_s/player_detections/jump-shot/jump-shot_KS_134.csv,3539,97,1,97,97,36.48453608247423,0,171.40442780446455,97.16061599321843,1.0330869564174192,44773.413562548456,0.415853,0.06452278,0.990578
jump-shot,jump-shot_KS_135,/content/uniri-hbd/handball_s/player_detections/jump-shot/jump-shot_KS_135.csv,3309,97,1,97,97,34.11340206185567,0,162.11215560592325,87.19272408582654,0.9685657484581317,41159.55216847564,0.260818,0.06370446,0.9870248
jump-shot,jump-shot_KS_136,/content/uniri-hbd/handball_s/player_detections/jump-shot/jump-shot_KS_136.csv,4509,99,1,99,99,45.54545454545455,0,103.11678990907073,75.32477666888445,0.7405271576896235,21788.165996508873,0.28303,0.06702280000000001,0.9782536000000001
jump-shot,jump-shot_KS_137,/content/uniri-hbd/handball_s/player_detections/jump-shot/jump-shot_KS_137.csv,3002,81,1,81,81,37.06172839506173,0,117.51257921385742,84.72886042638241,0.8445730089252437,25093.450086826615,0.3319395,0.06862243,0.9728162
jump-shot,jump-shot_KS_138,/content/uniri-hbd/handball_s/player_detections/jump-shot/jump-shot_KS_138.csv,2516,66,1,66,66,38.121212121212125,0,118.984560254372,78.9263895071542,0.7924168477627599,26663.479817457315,0.352857,0.06940915,0.9825254999999999
jump-shot,jump-shot_KS_139,/content/uniri-hbd/handball_s/player_detections/jump-shot/jump-shot_KS_139.csv,2762,82,1,82,82,33.68292682926829,0,183.2964164011586,95.0329094858798,1.029039101313974,51879.814717404595,0.532315,0.07241561,0.9932558
jump-shot,jump-shot_KS_14,/content/uniri-hbd/handball_s/player_detections/jump-shot/jump-shot_KS_14.csv,4498,113,1,113,113,39.80530973451327,0,159.63233719430858,110.21880546909739,0.9085160286215991,43347.44197519064,0.6368495000000001,0.0772265,0.9888333
jump-shot,jump-shot_KS_140,/content/uniri-hbd/handball_s/player_detections/jump-shot/jump-shot_KS_140.csv,3890,97,1,97,97,40.103092783505154,0,120.83592341902313,78.08672493573265,0.8571620456012525,26012.144837922722,0.39237500000000003,0.06759465,0.9859695
jump-shot,jump-shot_KS_141,/content/uniri-hbd/handball_s/player_detections/jump-shot/jump-shot_KS_141.csv,3852,113,1,113,113,34.08849557522124,0,153.2650117341641,83.62899766355142,0.9915175978731587,36148.05407534159,0.2956705,0.060236279999999996,0.9846129
jump-shot,jump-shot_KS_142,/content/uniri-hbd/handball_s/player_detections/jump-shot/jump-shot_KS_142.csv,3838,98,1,98,98,39.16326530612245,0,155.73600046899426,79.54557425742574,1.1447872966252717,32466.63125366485,0.375177,0.06670978,0.9883853
jump-shot,jump-shot_KS_143,/content/uniri-hbd/handball_s/player_detections/jump-shot/jump-shot_KS_143.csv,4704,130,1,130,130,36.184615384615384,0,160.19531943027212,94.63675616496599,0.9401484423483735,42314.68553119851,0.34990600000000005,0.06383003000000001,0.9917125
jump-shot,jump-shot_KS_144,/content/uniri-hbd/handball_s/player_detections/jump-shot/jump-shot_KS_144.csv,4005,98,1,98,98,40.86734693877551,0,139.05572392009987,83.66021323345817,0.9257285427913373,33846.293876652606,0.250558,0.0642583,0.985025
jump-shot,jump-shot_KS_145,/content/uniri-hbd/handball_s/player_detections/jump-shot/jump-shot_KS_145.csv,2840,66,1,66,66,43.03030303030303,0,109.59708830985916,74.65336408450705,0.8240910297534657,21263.748888145037,0.340796,0.07267126,0.9831702999999999
jump-shot,jump-shot_KS_146,/content/uniri-hbd/handball_s/player_detections/jump-shot/jump-shot_KS_146.csv,4383,113,1,113,113,38.78761061946903,0,107.91193942505133,77.20423431439653,0.8684487181980843,19458.608010466964,0.400817,0.069372,0.9855362
jump-shot,jump-shot_KS_147,/content/uniri-hbd/handball_s/player_detections/jump-shot/jump-shot_KS_147.csv,2486,56,1,56,56,44.392857142857146,0,135.5597952131939,98.80120012067579,0.7508292898504664,46957.12433613755,0.259945,0.06911590000000001,0.987852
jump-shot,jump-shot_KS_148,/content/uniri-hbd/handball_s/player_detections/jump-shot/jump-shot_KS_148.csv,2790,69,1,69,69,40.43478260869565,0,117.56900089605735,89.3756511469534,0.6830978046816775,37117.62639461089,0.35955349999999997,0.06878009,0.9846903
jump-shot,jump-shot_KS_149,/content/uniri-hbd/handball_s/player_detections/jump-shot/jump-shot_KS_149.csv,1977,58,1,58,58,34.08620689655172,0,142.08617379868488,104.6202416793121,0.7071689490447639,50480.98256437603,0.565967,0.07029972,0.9832786
jump-shot,jump-shot_KS_15,/content/uniri-hbd/handball_s/player_detections/jump-shot/jump-shot_KS_15.csv,3818,98,1,98,98,38.95918367346939,0,150.27844088528025,102.22424986904137,0.8331310305327099,43312.22135275521,0.458996,0.07536088,0.9875113
jump-shot,jump-shot_KS_150,/content/uniri-hbd/handball_s/player_detections/jump-shot/jump-shot_KS_150.csv,2380,62,1,62,62,38.38709677419355,0,118.42414714285714,98.49482697478992,0.6200610459439626,42151.132420406066,0.363096,0.06753031,0.9904438
jump-shot,jump-shot_KS_151,/content/uniri-hbd/handball_s/player_detections/jump-shot/jump-shot_KS_151.csv,2459,70,1,70,70,35.128571428571426,0,129.76530174867833,104.96836803578691,0.6490245516862007,46686.98290283611,0.415176,0.07162934,0.9873488
jump-shot,jump-shot_KS_152,/content/uniri-hbd/handball_s/player_detections/jump-shot/jump-shot_KS_152.csv,2502,72,1,72,72,34.75,0,171.3354748201439,115.25351918465228,0.8371576365183654,59976.619528374904,0.36272099999999996,0.07197360000000001,0.9880837
jump-shot,jump-shot_KS_153,/content/uniri-hbd/handball_s/player_detections/jump-shot/jump-shot_KS_153.csv,2849,94,1,94,94,30.30851063829787,0,165.89944717444718,107.38908002808003,0.8805783060864538,51893.30309026922,0.63824,0.06374397999999999,0.9942942
jump-shot,jump-shot_KS_154,/content/uniri-hbd/handball_s/player_detections/jump-shot/jump-shot_KS_154.csv,2594,64,1,64,64,40.53125,0,149.62440674633768,110.79218442559753,0.7270197853624467,52588.245364891314,0.41237349999999995,0.06830477,0.9877444
jump-shot,jump-shot_KS_155,/content/uniri-hbd/handball_s/player_detections/jump-shot/jump-shot_KS_155.csv,2420,66,1,66,66,36.666666666666664,0,135.90221983471073,103.06694549586776,0.7193426632216782,46809.21062653847,0.393668,0.07306782,0.9906524
jump-shot,jump-shot_KS_156,/content/uniri-hbd/handball_s/player_detections/jump-shot/jump-shot_KS_156.csv,2028,58,1,58,58,34.96551724137931,0,143.46524999999997,107.62607741617357,0.7435626318529635,47565.30980608729,0.548914,0.07365624,0.9906728
jump-shot,jump-shot_KS_157,/content/uniri-hbd/handball_s/player_detections/jump-shot/jump-shot_KS_157.csv,1922,62,1,62,62,31.0,0,143.48221181061393,111.75126503642039,0.7077415803391469,53745.48842406844,0.3717325,0.0695024,0.9898252000000001
jump-shot,jump-shot_KS_158,/content/uniri-hbd/handball_s/player_detections/jump-shot/jump-shot_KS_158.csv,1747,56,1,56,56,31.196428571428573,0,178.54620091585574,117.63409730967373,0.8725486123993577,63629.05357448884,0.746976,0.07372796,0.9914254
jump-shot,jump-shot_KS_159,/content/uniri-hbd/handball_s/player_detections/jump-shot/jump-shot_KS_159.csv,2050,59,1,59,59,34.74576271186441,0,155.78091024390247,103.80063756097562,0.7859216883996842,53007.83694318195,0.420018,0.06270864,0.9927170000000001
jump-shot,jump-shot_KS_16,/content/uniri-hbd/handball_s/player_detections/jump-shot/jump-shot_KS_16.csv,5427,131,1,131,131,41.42748091603053,0,191.0449124746637,126.02151980836557,0.8279006745294274,74821.28688777906,0.42187,0.06899192,0.9885978000000001
jump-shot,jump-shot_KS_160,/content/uniri-hbd/handball_s/player_detections/jump-shot/jump-shot_KS_160.csv,2186,66,1,66,66,33.121212121212125,0,161.6197406221409,110.85852223238793,0.7528128573912863,60954.91179214588,0.5899375,0.0701795,0.9898089999999999
jump-shot,jump-shot_KS_161,/content/uniri-hbd/handball_s/player_detections/jump-shot/jump-shot_KS_161.csv,1869,58,1,58,58,32.224137931034484,0,166.32967255216693,115.12933547351525,0.7193083979292537,63566.75862985339,0.536819,0.0686334,0.9791382
jump-shot,jump-shot_KS_162,/content/uniri-hbd/handball_s/player_detections/jump-shot/jump-shot_KS_162.csv,2621,68,1,68,68,38.544117647058826,0,138.32987027851965,95.45766768409004,0.7916448483996107,46623.8432214174,0.505281,0.0702331,0.980515
jump-shot,jump-shot_KS_163,/content/uniri-hbd/handball_s/player_detections/jump-shot/jump-shot_KS_163.csv,2301,70,1,70,70,32.871428571428574,0,163.93193011734027,116.17501403737506,0.6987310539503444,69295.09245723716,0.491108,0.0732484,0.991449
jump-shot,jump-shot_KS_164,/content/uniri-hbd/handball_s/player_detections/jump-shot/jump-shot_KS_164.csv,2066,56,1,56,56,36.892857142857146,0,96.51243562439495,83.04785382381412,0.6364155395100022,29480.17450624153,0.407967,0.06643995,0.9759995
jump-shot,jump-shot_KS_165,/content/uniri-hbd/handball_s/player_detections/jump-shot/jump-shot_KS_165.csv,2510,69,1,69,69,36.3768115942029,0,142.6519410358566,102.98265697211154,0.7060201911136786,55257.78997866174,0.5513215,0.06937049,0.9814179
jump-shot,jump-shot_KS_166,/content/uniri-hbd/handball_s/player_detections/jump-shot/jump-shot_KS_166.csv,2443,72,1,72,72,33.93055555555556,0,164.11143819074908,118.24787949242734,0.7206776140227644,62479.57218019534,0.807362,0.07131426,0.992133
jump-shot,jump-shot_KS_167,/content/uniri-hbd/handball_s/player_detections/jump-shot/jump-shot_KS_167.csv,2233,57,1,57,57,39.175438596491226,0,144.27945230631437,101.67498611733095,0.7711922945860098,51304.62824021674,0.506436,0.07180858,0.9900582
jump-shot,jump-shot_KS_168,/content/uniri-hbd/handball_s/player_detections/jump-shot/jump-shot_KS_168.csv,2323,58,1,58,58,40.05172413793103,0,115.66831683168317,89.17080929832115,0.6668599129353325,35950.67940261946,0.297165,0.06861626,0.9878082
jump-shot,jump-shot_KS_169,/content/uniri-hbd/handball_s/player_detections/jump-shot/jump-shot_KS_169.csv,2655,63,1,63,63,42.142857142857146,0,165.81030222222222,104.70645789077213,0.8945140137924901,56687.564959293864,0.331442,0.07473676,0.9855624000000001
jump-shot,jump-shot_KS_17,/content/uniri-hbd/handball_s/player_detections/jump-shot/jump-shot_KS_17.csv,5061,145,1,145,145,34.90344827586207,0,164.69212523216757,115.03063189093064,0.8283062883362297,50625.25374126606,0.500959,0.0710492,0.986996
jump-shot,jump-shot_KS_170,/content/uniri-hbd/handball_s/player_detections/jump-shot/jump-shot_KS_170.csv,4053,97,1,97,97,41.78350515463917,0,130.84097680730324,97.10251147298297,0.7388126911934639,44093.97086114482,0.331252,0.06691144,0.9877216000000001
jump-shot,jump-shot_KS_171,/content/uniri-hbd/handball_s/player_detections/jump-shot/jump-shot_KS_171.csv,2273,57,1,57,57,39.87719298245614,0,148.77824725032997,101.14797272327321,0.8327854526043001,49706.36434760713,0.389735,0.06910528,0.9910702
jump-shot,jump-shot_KS_172,/content/uniri-hbd/handball_s/player_detections/jump-shot/jump-shot_KS_172.csv,3073,74,1,74,74,41.527027027027025,0,166.43686527822976,101.8400318906606,0.9830169626106049,51133.20097254312,0.445607,0.06869514,0.9894504000000001
jump-shot,jump-shot_KS_173,/content/uniri-hbd/handball_s/player_detections/jump-shot/jump-shot_KS_173.csv,2940,71,1,71,71,41.40845070422535,0,149.04044523809523,110.02704387755101,0.7317645600436499,55334.02056940987,0.436377,0.07094041000000001,0.9898258
jump-shot,jump-shot_KS_174,/content/uniri-hbd/handball_s/player_detections/jump-shot/jump-shot_KS_174.csv,2208,60,1,60,60,36.8,0,151.44764447463768,115.57723188405797,0.6565805255801014,59335.37566465037,0.603153,0.08035972000000001,0.9909568999999999
jump-shot,jump-shot_KS_175,/content/uniri-hbd/handball_s/player_detections/jump-shot/jump-shot_KS_175.csv,2383,65,1,65,65,36.66153846153846,0,153.76624045321023,112.29013411665967,0.6914314686759261,59445.120530347216,0.416217,0.07031086,0.9885636000000001
jump-shot,jump-shot_KS_176,/content/uniri-hbd/handball_s/player_detections/jump-shot/jump-shot_KS_176.csv,2377,61,1,61,61,38.967213114754095,0,147.94808624316366,109.99200799326883,0.699767661069424,54768.38051024232,0.50523,0.06902036,0.986751
jump-shot,jump-shot_KS_177,/content/uniri-hbd/handball_s/player_detections/jump-shot/jump-shot_KS_177.csv,3315,85,1,85,85,39.0,0,160.15347239819008,104.50092790346908,0.8605812330655453,53356.27221006998,0.428316,0.06798752,0.9897574
jump-shot,jump-shot_KS_178,/content/uniri-hbd/handball_s/player_detections/jump-shot/jump-shot_KS_178.csv,2328,60,1,60,60,38.8,0,139.38605283505157,108.25913359106528,0.689073394898164,49161.05138947423,0.426408,0.07746874,0.9867977000000001
jump-shot,jump-shot_KS_179,/content/uniri-hbd/handball_s/player_detections/jump-shot/jump-shot_KS_179.csv,2949,82,1,82,82,35.96341463414634,0,139.59835605289928,100.11787385554425,0.7273252962895501,46334.764446329944,0.500689,0.06834783999999999,0.9904186
jump-shot,jump-shot_KS_18,/content/uniri-hbd/handball_s/player_detections/jump-shot/jump-shot_KS_18.csv,2501,65,1,65,65,38.47692307692308,0,158.53714222311078,104.32979888044781,0.8752377439597007,44526.39731086369,0.432652,0.0673043,0.985313
jump-shot,jump-shot_KS_180,/content/uniri-hbd/handball_s/player_detections/jump-shot/jump-shot_KS_180.csv,2767,70,1,70,70,39.52857142857143,0,144.21222804481388,108.40349512106975,0.6692012434459882,55463.40132431008,0.389574,0.07824804,0.9800164
jump-shot,jump-shot_KS_181,/content/uniri-hbd/handball_s/player_detections/jump-shot/jump-shot_KS_181.csv,3300,85,1,85,85,38.8235294117647,0,147.34293333333332,105.51635666666667,0.7451946391971859,50024.08572266576,0.518421,0.06872409,0.9884812000000001
jump-shot,jump-shot_KS_182,/content/uniri-hbd/handball_s/player_detections/jump-shot/jump-shot_KS_182.csv,2633,67,1,67,67,39.298507462686565,0,166.2351483478921,106.96256205848843,0.8297068962315357,62135.81237366525,0.3855,0.06874748,0.9851696
jump-shot,jump-shot_KS_183,/content/uniri-hbd/handball_s/player_detections/jump-shot/jump-shot_KS_183.csv,2266,55,1,55,55,41.2,0,179.81257030008825,104.85397127096203,0.9279886129040442,61468.661657735036,0.390834,0.06724135,0.985419
jump-shot,jump-shot_KS_184,/content/uniri-hbd/handball_s/player_detections/jump-shot/jump-shot_KS_184.csv,2547,59,1,59,59,43.16949152542373,0,167.081679623086,97.23746171967021,0.9074901133357801,56467.44589609423,0.341616,0.07244158,0.9909062
jump-shot,jump-shot_KS_185,/content/uniri-hbd/handball_s/player_detections/jump-shot/jump-shot_KS_185.csv,3441,73,1,73,73,47.136986301369866,0,156.1840709096193,98.59163908747458,0.8578326579547758,53158.250664876425,0.341331,0.0662797,0.984324
jump-shot,jump-shot_KS_186,/content/uniri-hbd/handball_s/player_detections/jump-shot/jump-shot_KS_186.csv,2543,68,1,68,68,37.39705882352941,0,184.25360696028312,109.55338784899723,0.9031246285495805,66325.95525609543,0.576967,0.07309776000000001,0.988595
jump-shot,jump-shot_KS_187,/content/uniri-hbd/handball_s/player_detections/jump-shot/jump-shot_KS_187.csv,2964,74,1,74,74,40.054054054054056,0,174.12442206477732,105.03775802968961,0.8416634723089782,64496.36255539686,0.2463365,0.0699208,0.9929863999999999
jump-shot,jump-shot_KS_188,/content/uniri-hbd/handball_s/player_detections/jump-shot/jump-shot_KS_188.csv,3827,87,1,87,87,43.98850574712644,0,163.06580627123074,91.99690452051215,0.871341125502778,61015.13567155516,0.205296,0.06504444,0.9872846
jump-shot,jump-shot_KS_189,/content/uniri-hbd/handball_s/player_detections/jump-shot/jump-shot_KS_189.csv,2333,65,1,65,65,35.89230769230769,0,187.5955109301329,103.11697685383626,0.9560567808272218,66074.778464925,0.389683,0.0670001,0.9919150000000001
jump-shot,jump-shot_KS_19,/content/uniri-hbd/handball_s/player_detections/jump-shot/jump-shot_KS_19.csv,4151,97,1,97,97,42.79381443298969,0,164.26876063599133,114.17807275355335,0.8884610624932137,46611.414747282026,0.400358,0.0679636,0.986423
jump-shot,jump-shot_KS_190,/content/uniri-hbd/handball_s/player_detections/jump-shot/jump-shot_KS_190.csv,1981,62,1,62,62,31.951612903225808,0,168.52881524482586,97.42242503785967,0.9395651539624337,62434.032394591115,0.273577,0.0619244,0.993896
jump-shot,jump-shot_KS_191,/content/uniri-hbd/handball_s/player_detections/jump-shot/jump-shot_KS_191.csv,2009,57,1,57,57,35.24561403508772,0,127.50478661025387,94.05928272772523,0.7875328216034406,37765.6650141782,0.522577,0.06725574000000001,0.9900036
jump-shot,jump-shot_KS_192,/content/uniri-hbd/handball_s/player_detections/jump-shot/jump-shot_KS_192.csv,1631,56,1,56,56,29.125,0,213.8319107909258,119.95152458614348,1.0267864467713705,81668.93978757276,0.540772,0.0686472,0.99575
jump-shot,jump-shot_KS_193,/content/uniri-hbd/handball_s/player_detections/jump-shot/jump-shot_KS_193.csv,1798,56,1,56,56,32.107142857142854,0,173.70911568409343,93.14986318131257,0.9682465957983912,64874.88880477252,0.1754325,0.059731530000000005,0.9948676
jump-shot,jump-shot_KS_194,/content/uniri-hbd/handball_s/player_detections/jump-shot/jump-shot_KS_194.csv,2567,59,1,59,59,43.50847457627118,0,121.6284686404363,72.13136774444878,0.8194220599052282,45180.671334601095,0.128877,0.06115314,0.9833130000000001
jump-shot,jump-shot_KS_195,/content/uniri-hbd/handball_s/player_detections/jump-shot/jump-shot_KS_195.csv,2963,73,1,73,73,40.58904109589041,0,132.1958012149848,74.1362851839352,0.9209224269309637,46684.651673234905,0.191338,0.06230552,0.9753228
jump-shot,jump-shot_KS_196,/content/uniri-hbd/handball_s/player_detections/jump-shot/jump-shot_KS_196.csv,2708,59,1,59,59,45.898305084745765,0,154.6765540620384,86.27166052437222,0.8525232869516322,59495.05372178761,0.22927550000000002,0.06625634,0.9619521000000001
jump-shot,jump-shot_KS_197,/content/uniri-hbd/handball_s/player_detections/jump-shot/jump-shot_KS_197.csv,3023,74,1,74,74,40.851351351351354,0,133.40107674495536,100.66295865034732,0.7165034838636366,46332.98425874761,0.448104,0.07286276,0.9894862
jump-shot,jump-shot_KS_198,/content/uniri-hbd/handball_s/player_detections/jump-shot/jump-shot_KS_198.csv,4521,114,1,114,114,39.6578947368421,0,137.609600088476,100.75374397257242,0.7156748908681531,45077.75619950333,0.413265,0.075385,0.989116
jump-shot,jump-shot_KS_199,/content/uniri-hbd/handball_s/player_detections/jump-shot/jump-shot_KS_199.csv,2445,64,1,64,64,38.203125,0,152.56111329243353,109.17944212678938,0.7324170233904072,55325.403900590194,0.454688,0.07414908,0.991937
jump-shot,jump-shot_KS_20,/content/uniri-hbd/handball_s/player_detections/jump-shot/jump-shot_KS_20.csv,2538,66,1,66,66,38.45454545454545,0,180.09213132387708,119.64751260835303,0.8681796260287553,63463.906448457965,0.3502415,0.0651761,0.9882956
jump-shot,jump-shot_KS_200,/content/uniri-hbd/handball_s/player_detections/jump-shot/jump-shot_KS_200.csv,2336,61,1,61,61,38.295081967213115,0,143.19502568493152,106.17308647260275,0.7328547305473577,48375.843985005566,0.5039905,0.07477985000000001,0.9908965000000001
jump-shot,jump-shot_KS_21,/content/uniri-hbd/handball_s/player_detections/jump-shot/jump-shot_KS_21.csv,3559,97,1,97,97,36.69072164948454,0,177.5711141331835,104.77705366676032,1.0763958954658868,41674.39836386325,0.534521,0.07045214,0.9923978
jump-shot,jump-shot_KS_210,/content/uniri-hbd/handball_s/player_detections/jump-shot/jump-shot_KS_210.csv,2519,82,1,82,82,30.71951219512195,0,135.10749152441446,87.23685307661772,0.6168170292165472,68209.31559906465,0.281555,0.0667531,0.9916118
jump-shot,jump-shot_KS_211,/content/uniri-hbd/handball_s/player_detections/jump-shot/jump-shot_KS_211.csv,1784,66,1,66,66,27.03030303030303,0,334.11283438004483,200.50174299327355,1.0366299797074414,153826.17928113262,0.630046,0.07792971000000001,0.9964708
jump-shot,jump-shot_KS_212,/content/uniri-hbd/handball_s/player_detections/jump-shot/jump-shot_KS_212.csv,2383,82,1,82,82,29.0609756097561,0,310.1406095048258,185.43801879983215,0.9985716633948503,141630.91420106657,0.573709,0.07034364,0.9975032
jump-shot,jump-shot_KS_213,/content/uniri-hbd/handball_s/player_detections/jump-shot/jump-shot_KS_213.csv,1793,66,1,66,66,27.166666666666668,0,341.9676420524261,211.00996530953708,1.0462885802369184,163323.0521225315,0.641882,0.0708142,0.9973296
jump-shot,jump-shot_KS_214,/content/uniri-hbd/handball_s/player_detections/jump-shot/jump-shot_KS_214.csv,2057,66,1,66,66,31.166666666666668,0,309.1219468303354,192.63629076324747,1.0085183273598142,140943.40889070425,0.549525,0.06979412,0.9963964
jump-shot,jump-shot_KS_215,/content/uniri-hbd/handball_s/player_detections/jump-shot/jump-shot_KS_215.csv,2904,98,1,98,98,29.632653061224488,0,322.1850018319559,204.355109469697,1.0158691983157162,150672.8087408407,0.581264,0.07273869,0.9965527000000001
jump-shot,jump-shot_KS_216,/content/uniri-hbd/handball_s/player_detections/jump-shot/jump-shot_KS_216.csv,2751,98,1,98,98,28.071428571428573,0,321.79511413304255,183.79397470010906,1.085660240114242,140599.65833149166,0.369519,0.0667466,0.997191
jump-shot,jump-shot_KS_217,/content/uniri-hbd/handball_s/player_detections/jump-shot/jump-shot_KS_217.csv,2352,82,1,82,82,28.682926829268293,0,344.99426031037416,193.6025905612245,1.1780192056959236,154116.59688395192,0.36555000000000004,0.06983654,0.9967423000000001
jump-shot,jump-shot_KS_218,/content/uniri-hbd/handball_s/player_detections/jump-shot/jump-shot_KS_218.csv,2357,82,1,82,82,28.74390243902439,0,335.48593733008056,182.9305743742045,1.1837914794423516,143191.44768107487,0.393517,0.07177432,0.9969281999999999
